t,h,r,e,e
l,o,n,g
21,37,5,31
21,5,38,31
32,21,37,5
32,21,5,38
25,5,22,23
26,5,22,23
29,5,22,23
30,5,22,23
24,25,5,22
24,26,5,22
24,29,5,22
24,5,22,30
25,5,22,31
32,25,5,22
26,5,22,31
32,26,5,22
33,27,5,22
34,27,5,22
33,28,5,22
34,28,5,22
29,35,5,22
29,36,5,22
35,5,22,30
36,5,22,30
37,5,22,31
38,5,22,31
32,37,5,22
32,38,5,22
24,27,5,23
24,28,5,23
25,26,5,23
25,29,5,23
25,5,30,23
26,29,5,23
26,5,30,23
27,31,5,23
32,27,5,23
31,28,5,23
32,28,5,23
33,29,5,23
29,34,5,23
33,5,30,23
34,5,30,23
35,31,5,23
31,5,36,23
32,35,5,23
32,36,5,23
33,37,5,23
33,5,38,23
34,37,5,23
34,5,38,23
24,25,26,5
24,25,29,5
24,25,5,30
24,26,29,5
24,26,5,30
24,27,5,31
24,32,27,5
24,28,5,31
24,32,28,5
24,33,29,5
24,29,34,5
24,33,5,30
24,34,5,30
24,35,5,31
24,36,5,31
24,32,35,5
24,32,36,5
24,33,37,5
24,33,5,38
24,34,37,5
24,34,5,38
25,26,27,5
25,26,28,5
25,29,27,5
25,27,5,30
25,29,28,5
25,28,5,30
25,29,5,31
32,25,29,5
25,5,30,31
32,25,5,30
25,33,5,31
25,34,5,31
32,25,5,33
32,25,34,5
25,35,5,33
25,36,5,33
25,34,35,5
25,34,36,5
37,25,35,5
25,35,5,38
25,37,36,5
25,36,5,38
29,26,27,5
26,27,5,30
26,29,28,5
26,28,5,30
26,29,5,31
32,26,29,5
26,5,30,31
32,26,5,30
33,26,5,31
26,34,5,31
32,33,26,5
32,26,34,5
33,26,35,5
33,26,36,5
26,35,34,5
26,34,5,36
37,26,35,5
26,35,5,38
26,37,36,5
26,36,5,38
29,27,5,30
32,27,5,31
33,34,27,5
35,27,36,5
37,27,5,38
29,28,5,30
32,28,5,31
33,34,28,5
35,28,5,36
37,28,5,38
29,5,30,31
32,29,5,30
33,29,5,31
29,34,5,31
32,33,29,5
32,29,34,5
33,29,35,5
33,29,36,5
29,35,34,5
29,34,5,36
37,29,35,5
29,35,5,38
29,37,36,5
29,36,5,38
33,5,30,31
34,5,30,31
32,33,5,30
32,34,5,30
33,35,5,30
33,36,5,30
34,35,5,30
34,36,5,30
37,35,5,30
38,35,5,30
37,36,5,30
38,36,5,30
32,35,5,31
32,36,5,31
33,37,5,31
33,5,38,31
34,37,5,31
34,5,38,31
32,33,37,5
32,33,5,38
32,34,37,5
32,34,5,38
8,19,6,7
8,20,6,7
8,23,6,7
8,24,6,7
8,27,6,7
8,28,6,7
9,17,6,7
9,18,6,7
9,21,6,7
9,22,6,7
9,29,6,7
9,30,6,7
10,15,6,7
16,10,6,7
10,19,6,7
10,20,6,7
10,31,6,7
32,10,6,7
11,13,6,7
11,14,6,7
17,11,6,7
18,11,6,7
33,11,6,7
34,11,6,7
12,15,6,7
16,12,6,7
35,12,6,7
12,36,6,7
8,9,6,15
8,9,6,16
8,9,6,23
8,9,6,24
8,9,27,6
8,9,28,6
8,10,13,6
8,10,6,14
8,10,21,6
8,10,6,22
8,10,29,6
8,10,6,30
8,19,11,6
8,11,20,6
8,11,6,31
8,32,11,6
8,17,12,6
8,18,12,6
8,33,12,6
8,34,12,6
8,13,6,14
8,37,13,6
8,38,13,6
8,37,6,14
8,38,6,14
9,10,6,23
24,9,10,6
9,10,27,6
9,10,28,6
9,11,12,6
9,11,21,6
9,11,6,22
9,11,29,6
9,11,6,30
9,19,12,6
9,12,20,6
9,12,6,31
32,9,12,6
9,13,6,15
16,9,13,6
9,35,13,6
9,36,13,6
9,15,6,14
16,9,6,14
9,35,6,14
9,36,6,14
9,37,6,15
38,9,6,15
16,9,37,6
16,9,6,38
10,11,6,23
24,10,11,6
27,10,11,6
10,11,28,6
10,12,21,6
10,12,6,22
10,12,29,6
10,12,6,30
17,10,13,6
10,18,13,6
33,10,13,6
10,34,13,6
17,10,6,14
10,18,6,14
33,10,6,14
10,34,6,14
16,10,6,15
10,35,6,15
10,36,6,15
16,10,35,6
16,10,36,6
17,10,37,6
38,17,10,6
10,18,37,6
38,10,18,6
11,12,6,23
24,11,12,6
27,11,12,6
11,12,28,6
19,11,13,6
11,20,13,6
11,13,6,31
32,11,13,6
19,11,6,14
11,20,6,14
11,31,6,14
32,11,6,14
17,11,6,15
18,11,6,15
33,11,6,15
34,11,6,15
16,17,11,6
16,18,11,6
16,33,11,6
16,34,11,6
17,11,6,35
17,11,36,6
35,18,11,6
18,11,36,6
19,11,37,6
19,38,11,6
11,20,37,6
38,11,20,6
21,12,13,6
12,13,6,22
29,12,13,6
12,13,6,30
12,21,6,14
12,22,6,14
12,29,6,14
12,30,6,14
19,12,6,15
12,20,6,15
12,31,6,15
32,12,6,15
16,19,12,6
16,12,20,6
16,12,6,31
16,32,12,6
17,18,12,6
17,12,6,33
17,34,12,6
33,18,12,6
18,12,34,6
35,19,12,6
19,12,6,36
35,12,20,6
12,20,6,36
37,12,21,6
38,12,21,6
12,37,6,22
38,12,6,22
25,13,6,14
26,13,6,14
23,13,6,15
24,13,6,15
27,13,6,15
28,13,6,15
16,13,6,23
16,24,13,6
16,27,13,6
16,28,13,6
17,21,13,6
17,13,6,22
17,29,13,6
17,13,6,30
18,21,13,6
18,13,6,22
18,29,13,6
18,13,6,30
19,20,13,6
19,13,6,31
32,19,13,6
20,13,6,31
32,20,13,6
33,21,13,6
21,34,13,6
33,13,6,22
34,13,6,22
35,13,6,23
36,13,6,23
24,35,13,6
24,36,13,6
25,37,13,6
38,25,13,6
26,37,13,6
38,26,13,6
15,23,6,14
24,15,6,14
27,15,6,14
15,28,6,14
16,23,6,14
16,24,6,14
16,27,6,14
16,28,6,14
17,21,6,14
17,22,6,14
17,29,6,14
17,30,6,14
18,21,6,14
18,22,6,14
18,29,6,14
18,30,6,14
19,20,6,14
19,31,6,14
32,19,6,14
20,31,6,14
32,20,6,14
33,21,6,14
34,21,6,14
33,22,6,14
34,22,6,14
35,23,6,14
23,36,6,14
24,35,6,14
24,36,6,14
25,37,6,14
38,25,6,14
26,37,6,14
38,26,6,14
16,25,6,15
16,26,6,15
17,23,6,15
24,17,6,15
17,27,6,15
17,28,6,15
18,23,6,15
24,18,6,15
18,27,6,15
18,28,6,15
19,21,6,15
19,22,6,15
19,29,6,15
19,30,6,15
20,21,6,15
20,22,6,15
20,29,6,15
20,30,6,15
31,21,6,15
32,21,6,15
22,31,6,15
32,22,6,15
33,23,6,15
34,23,6,15
24,33,6,15
24,34,6,15
25,35,6,15
25,36,6,15
26,35,6,15
26,36,6,15
27,37,6,15
38,27,6,15
28,37,6,15
38,28,6,15
16,17,6,23
16,17,6,24
16,17,27,6
16,17,28,6
16,18,6,23
16,24,18,6
16,18,27,6
16,18,28,6
16,19,21,6
16,19,6,22
16,19,29,6
16,19,6,30
16,20,21,6
16,20,6,22
16,20,29,6
16,20,6,30
16,21,6,31
16,32,21,6
16,31,6,22
16,32,6,22
16,33,6,23
16,34,6,23
16,24,6,33
16,24,34,6
16,25,35,6
16,25,36,6
16,26,35,6
16,26,36,6
16,27,37,6
16,38,27,6
16,28,37,6
16,38,28,6
17,18,6,25
17,18,26,6
17,19,6,23
24,17,19,6
27,17,19,6
17,19,28,6
17,20,6,23
24,17,20,6
17,27,20,6
17,20,28,6
17,21,6,22
17,29,21,6
17,21,6,30
17,29,6,22
17,30,6,22
17,31,6,23
32,17,6,23
24,17,6,31
24,17,32,6
17,33,6,25
17,34,6,25
17,26,6,33
17,26,34,6
17,27,6,35
17,27,36,6
17,35,28,6
17,28,6,36
17,37,29,6
38,17,29,6
17,37,6,30
38,17,6,30
18,19,6,23
24,18,19,6
27,18,19,6
18,19,28,6
18,20,6,23
24,18,20,6
18,27,20,6
18,20,28,6
18,21,6,22
18,29,21,6
18,21,6,30
18,29,6,22
18,30,6,22
18,31,6,23
32,18,6,23
24,18,6,31
24,18,32,6
25,18,6,33
25,18,34,6
33,18,26,6
18,26,34,6
35,18,27,6
18,27,36,6
18,35,28,6
18,28,6,36
18,37,29,6
38,18,29,6
18,37,6,30
38,18,6,30
25,19,20,6
26,19,20,6
19,21,6,23
24,19,21,6
27,19,21,6
19,28,21,6
19,23,6,22
24,19,6,22
27,19,6,22
19,28,6,22
19,29,6,23
19,30,6,23
24,19,29,6
24,19,6,30
25,19,6,31
32,25,19,6
26,19,6,31
32,26,19,6
27,33,19,6
27,34,19,6
33,19,28,6
34,19,28,6
35,19,29,6
19,36,29,6
35,19,6,30
19,36,6,30
19,37,6,31
38,19,6,31
32,19,37,6
32,38,19,6
20,21,6,23
24,20,21,6
27,20,21,6
28,20,21,6
20,23,6,22
24,20,6,22
27,20,6,22
20,28,6,22
20,29,6,23
20,30,6,23
24,20,29,6
24,20,6,30
25,20,6,31
32,25,20,6
26,20,6,31
32,26,20,6
33,27,20,6
34,27,20,6
33,20,28,6
34,20,28,6
35,20,29,6
20,29,6,36
35,20,6,30
20,36,6,30
20,37,6,31
38,20,6,31
32,20,37,6
32,38,20,6
25,21,6,22
26,21,6,22
24,21,6,23
27,21,6,23
28,21,6,23
24,27,21,6
24,28,21,6
25,29,21,6
25,21,6,30
26,29,21,6
26,21,6,30
27,21,6,31
32,27,21,6
28,21,6,31
32,28,21,6
33,29,21,6
29,34,21,6
33,21,6,30
34,21,6,30
35,21,6,31
36,21,6,31
32,35,21,6
32,36,21,6
33,37,21,6
38,33,21,6
34,37,21,6
38,34,21,6
24,23,6,22
27,23,6,22
23,28,6,22
24,27,6,22
24,28,6,22
25,29,6,22
25,30,6,22
26,29,6,22
26,30,6,22
27,31,6,22
32,27,6,22
28,31,6,22
32,28,6,22
33,29,6,22
34,29,6,22
33,30,6,22
34,30,6,22
35,31,6,22
31,36,6,22
32,35,6,22
32,36,6,22
33,37,6,22
38,33,6,22
34,37,6,22
38,34,6,22
24,25,6,23
24,26,6,23
25,27,6,23
25,28,6,23
26,27,6,23
26,28,6,23
27,29,6,23
27,30,6,23
28,29,6,23
28,30,6,23
31,29,6,23
32,29,6,23
30,31,6,23
32,30,6,23
33,31,6,23
34,31,6,23
32,33,6,23
32,34,6,23
33,35,6,23
33,36,6,23
34,35,6,23
34,36,6,23
35,37,6,23
38,35,6,23
36,37,6,23
38,36,6,23
24,25,27,6
24,25,28,6
24,26,27,6
24,26,28,6
24,27,29,6
24,27,6,30
24,28,29,6
24,28,6,30
24,29,6,31
24,32,29,6
24,31,6,30
24,32,6,30
24,33,6,31
24,34,6,31
24,33,32,6
24,32,34,6
24,33,35,6
24,33,36,6
24,34,35,6
24,34,36,6
24,35,37,6
24,38,35,6
24,36,37,6
24,38,36,6
25,27,28,6
25,29,6,30
32,25,6,31
25,34,6,33
25,35,36,6
38,25,37,6
26,27,28,6
26,29,6,30
32,26,6,31
33,26,34,6
26,35,36,6
38,26,37,6
27,28,29,6
27,28,6,30
27,29,6,31
32,27,29,6
27,31,6,30
32,27,6,30
33,27,6,31
34,27,6,31
32,33,27,6
32,34,27,6
33,27,6,35
33,27,36,6
35,34,27,6
34,27,36,6
35,27,37,6
38,35,27,6
27,36,37,6
38,27,36,6
28,29,6,31
32,28,29,6
28,31,6,30
32,28,6,30
33,28,6,31
34,28,6,31
32,33,28,6
32,34,28,6
33,35,28,6
33,28,6,36
34,35,28,6
34,28,6,36
35,28,37,6
38,35,28,6
28,37,6,36
38,28,6,36
33,29,6,30
34,29,6,30
35,29,6,31
36,29,6,31
32,35,29,6
32,36,29,6
33,37,29,6
38,33,29,6
34,37,29,6
38,34,29,6
35,31,6,30
31,36,6,30
32,35,6,30
32,36,6,30
33,37,6,30
38,33,6,30
34,37,6,30
38,34,6,30
32,37,6,31
32,38,6,31
8,9,17,7
8,9,18,7
8,9,21,7
8,9,22,7
8,9,25,7
8,9,26,7
8,10,15,7
8,16,10,7
8,10,19,7
8,10,20,7
8,10,27,7
8,10,28,7
8,11,13,7
8,11,14,7
8,17,11,7
8,18,11,7
8,11,29,7
8,11,30,7
8,12,15,7
8,16,12,7
8,12,31,7
8,32,12,7
8,35,13,7
8,36,13,7
8,35,14,7
8,36,14,7
8,15,37,7
8,15,38,7
8,16,37,7
8,16,38,7
9,10,13,7
9,10,14,7
9,10,21,7
9,10,22,7
9,10,25,7
9,10,26,7
19,9,11,7
9,11,20,7
27,9,11,7
9,11,28,7
9,12,17,7
9,18,12,7
9,12,29,7
9,12,30,7
9,13,14,7
9,33,13,7
9,34,13,7
9,33,14,7
9,34,14,7
9,35,15,7
9,15,36,7
16,9,35,7
16,9,36,7
9,37,17,7
38,9,17,7
9,18,37,7
9,18,38,7
10,11,12,7
10,11,21,7
10,11,22,7
25,10,11,7
26,10,11,7
10,19,12,7
10,12,20,7
10,27,12,7
10,12,28,7
10,15,13,7
16,10,13,7
10,31,13,7
32,10,13,7
10,15,14,7
16,10,14,7
10,31,14,7
32,10,14,7
33,10,15,7
10,15,34,7
16,33,10,7
16,10,34,7
17,10,35,7
17,10,36,7
35,10,18,7
10,18,36,7
10,19,37,7
10,19,38,7
10,20,37,7
10,20,38,7
11,12,21,7
11,12,22,7
25,11,12,7
26,11,12,7
17,11,13,7
18,11,13,7
29,11,13,7
11,13,30,7
17,11,14,7
18,11,14,7
11,29,14,7
11,30,14,7
16,11,15,7
11,15,31,7
32,11,15,7
16,11,31,7
16,32,11,7
17,11,33,7
17,34,11,7
33,18,11,7
18,11,34,7
19,35,11,7
19,11,36,7
35,11,20,7
11,20,36,7
37,11,21,7
11,21,38,7
11,37,22,7
38,11,22,7
19,12,13,7
20,12,13,7
27,12,13,7
28,12,13,7
19,12,14,7
12,20,14,7
27,12,14,7
12,28,14,7
17,12,15,7
18,12,15,7
29,12,15,7
12,15,30,7
16,17,12,7
16,18,12,7
16,12,29,7
16,12,30,7
17,12,31,7
32,17,12,7
18,12,31,7
32,18,12,7
33,19,12,7
34,19,12,7
33,12,20,7
34,12,20,7
35,12,21,7
12,21,36,7
35,12,22,7
12,36,22,7
37,12,23,7
12,23,38,7
24,12,37,7
24,12,38,7
23,13,14,7
24,13,14,7
21,15,13,7
15,13,22,7
25,15,13,7
26,15,13,7
16,21,13,7
16,13,22,7
16,25,13,7
16,26,13,7
17,19,13,7
17,20,13,7
17,27,13,7
17,28,13,7
18,19,13,7
18,20,13,7
18,27,13,7
18,28,13,7
29,19,13,7
19,13,30,7
29,20,13,7
20,13,30,7
21,31,13,7
32,21,13,7
31,13,22,7
32,13,22,7
33,23,13,7
34,23,13,7
24,33,13,7
24,34,13,7
25,35,13,7
25,36,13,7
26,35,13,7
26,36,13,7
37,27,13,7
27,13,38,7
37,28,13,7
28,13,38,7
15,21,14,7
15,22,14,7
25,15,14,7
26,15,14,7
16,21,14,7
16,22,14,7
16,25,14,7
16,26,14,7
17,19,14,7
17,20,14,7
17,27,14,7
17,28,14,7
18,19,14,7
18,20,14,7
18,27,14,7
18,28,14,7
19,29,14,7
19,30,14,7
20,29,14,7
20,30,14,7
31,21,14,7
32,21,14,7
22,31,14,7
32,22,14,7
33,23,14,7
34,23,14,7
24,33,14,7
24,34,14,7
25,35,14,7
25,36,14,7
26,35,14,7
26,36,14,7
27,37,14,7
38,27,14,7
28,37,14,7
38,28,14,7
16,15,23,7
16,24,15,7
17,15,21,7
17,15,22,7
17,15,25,7
17,26,15,7
18,15,21,7
18,15,22,7
25,18,15,7
18,26,15,7
19,15,20,7
27,19,15,7
19,15,28,7
27,15,20,7
28,15,20,7
29,15,21,7
15,21,30,7
15,29,22,7
15,30,22,7
31,15,23,7
32,15,23,7
24,15,31,7
24,32,15,7
25,15,33,7
25,34,15,7
33,26,15,7
26,15,34,7
35,27,15,7
27,15,36,7
35,15,28,7
15,28,36,7
37,15,29,7
15,29,38,7
15,37,30,7
38,15,30,7
16,17,21,7
16,17,22,7
16,17,25,7
16,17,26,7
16,18,21,7
16,18,22,7
16,25,18,7
16,18,26,7
16,19,20,7
16,27,19,7
16,19,28,7
16,27,20,7
16,20,28,7
16,29,21,7
16,21,30,7
16,29,22,7
16,30,22,7
16,23,31,7
16,32,23,7
16,24,31,7
16,24,32,7
16,25,33,7
16,25,34,7
16,33,26,7
16,26,34,7
16,35,27,7
16,27,36,7
16,35,28,7
16,28,36,7
16,37,29,7
16,29,38,7
16,37,30,7
16,38,30,7
17,18,23,7
24,17,18,7
17,19,21,7
17,19,22,7
17,19,25,7
17,26,19,7
17,20,21,7
17,20,22,7
17,20,25,7
17,26,20,7
17,27,21,7
17,28,21,7
17,27,22,7
17,28,22,7
17,23,29,7
17,23,30,7
24,17,29,7
24,17,30,7
17,31,25,7
32,17,25,7
17,26,31,7
32,17,26,7
17,27,33,7
17,34,27,7
17,28,33,7
17,34,28,7
17,35,29,7
17,36,29,7
17,35,30,7
17,36,30,7
17,31,37,7
17,31,38,7
32,17,37,7
32,17,38,7
18,19,21,7
18,19,22,7
25,18,19,7
26,18,19,7
18,20,21,7
18,20,22,7
25,18,20,7
18,26,20,7
18,27,21,7
18,28,21,7
18,27,22,7
18,28,22,7
18,23,29,7
18,23,30,7
24,18,29,7
24,18,30,7
25,18,31,7
32,25,18,7
18,26,31,7
32,18,26,7
33,18,27,7
18,27,34,7
33,18,28,7
18,28,34,7
18,35,29,7
18,36,29,7
18,35,30,7
18,36,30,7
18,31,37,7
18,31,38,7
32,18,37,7
32,18,38,7
19,20,23,7
24,19,20,7
19,21,22,7
25,19,21,7
26,19,21,7
25,19,22,7
26,19,22,7
27,19,23,7
19,23,28,7
24,27,19,7
24,19,28,7
25,19,29,7
25,19,30,7
26,19,29,7
26,19,30,7
27,19,31,7
27,32,19,7
19,28,31,7
32,19,28,7
33,19,29,7
34,19,29,7
33,19,30,7
34,19,30,7
35,19,31,7
19,31,36,7
32,35,19,7
32,19,36,7
33,19,37,7
33,19,38,7
34,19,37,7
34,19,38,7
20,21,22,7
25,20,21,7
26,20,21,7
25,20,22,7
26,20,22,7
27,20,23,7
28,20,23,7
24,27,20,7
24,20,28,7
25,20,29,7
25,20,30,7
26,20,29,7
26,20,30,7
27,20,31,7
32,27,20,7
31,20,28,7
32,20,28,7
33,20,29,7
34,20,29,7
33,20,30,7
34,20,30,7
35,20,31,7
20,31,36,7
32,35,20,7
32,20,36,7
33,20,37,7
33,20,38,7
34,20,37,7
34,20,38,7
23,21,22,7
24,21,22,7
25,23,21,7
26,23,21,7
24,25,21,7
24,26,21,7
25,27,21,7
25,28,21,7
26,27,21,7
26,28,21,7
29,27,21,7
27,21,30,7
29,28,21,7
28,21,30,7
29,31,21,7
32,29,21,7
31,21,30,7
32,21,30,7
33,31,21,7
34,31,21,7
32,33,21,7
32,34,21,7
33,35,21,7
33,36,21,7
34,35,21,7
34,36,21,7
37,35,21,7
35,21,38,7
37,36,21,7
36,21,38,7
25,23,22,7
26,23,22,7
24,25,22,7
24,26,22,7
25,27,22,7
25,28,22,7
26,27,22,7
26,28,22,7
27,29,22,7
27,30,22,7
28,29,22,7
28,30,22,7
31,29,22,7
32,29,22,7
30,31,22,7
32,30,22,7
33,31,22,7
34,31,22,7
32,33,22,7
32,34,22,7
33,35,22,7
33,36,22,7
34,35,22,7
34,36,22,7
35,37,22,7
38,35,22,7
36,37,22,7
38,36,22,7
25,26,23,7
27,23,28,7
23,29,30,7
32,23,31,7
33,34,23,7
35,23,36,7
23,37,38,7
24,25,26,7
24,27,28,7
24,29,30,7
24,32,31,7
24,33,34,7
24,35,36,7
24,37,38,7
25,26,27,7
25,26,28,7
25,27,29,7
25,27,30,7
25,28,29,7
25,28,30,7
25,31,29,7
32,25,29,7
25,31,30,7
32,25,30,7
25,31,33,7
25,34,31,7
32,25,33,7
32,25,34,7
25,35,33,7
25,33,36,7
25,34,35,7
25,34,36,7
25,35,37,7
25,35,38,7
25,36,37,7
25,36,38,7
26,27,29,7
26,27,30,7
26,28,29,7
26,28,30,7
26,31,29,7
32,26,29,7
26,31,30,7
32,26,30,7
33,26,31,7
26,31,34,7
32,33,26,7
32,26,34,7
33,26,35,7
33,26,36,7
26,35,34,7
26,34,36,7
26,35,37,7
26,35,38,7
26,36,37,7
26,36,38,7
27,28,31,7
32,27,28,7
33,27,29,7
34,27,29,7
33,27,30,7
34,27,30,7
35,27,31,7
27,31,36,7
32,35,27,7
32,27,36,7
33,27,37,7
33,27,38,7
34,27,37,7
34,27,38,7
33,28,29,7
34,28,29,7
33,28,30,7
34,28,30,7
35,28,31,7
28,31,36,7
32,35,28,7
32,28,36,7
33,28,37,7
33,28,38,7
34,28,37,7
34,28,38,7
35,29,30,7
36,29,30,7
37,31,29,7
31,29,38,7
32,37,29,7
32,29,38,7
31,37,30,7
38,31,30,7
32,37,30,7
32,38,30,7
8,9,10,15
8,9,10,16
8,9,10,19
8,9,10,20
8,9,10,23
8,9,10,24
8,9,11,13
8,9,11,14
8,9,11,17
8,9,18,11
8,9,11,25
8,9,26,11
8,9,12,15
8,9,12,16
8,9,27,12
8,9,12,28
8,9,13,31
8,9,32,13
8,9,14,31
8,9,32,14
8,9,33,15
8,9,34,15
8,9,16,33
8,9,34,16
8,9,35,17
8,9,36,17
8,9,18,35
8,9,18,36
8,9,19,37
8,9,19,38
8,9,20,37
8,9,20,38
8,19,10,11
8,10,11,20
8,10,11,23
8,24,10,11
8,17,10,12
8,10,18,12
8,25,10,12
8,10,26,12
8,10,13,14
8,10,29,13
8,10,13,30
8,10,29,14
8,10,14,30
8,10,31,15
8,10,32,15
8,16,10,31
8,16,10,32
8,17,10,33
8,17,10,34
8,33,10,18
8,10,18,34
8,35,10,19
8,10,19,36
8,10,35,20
8,10,20,36
8,10,37,21
8,10,21,38
8,10,37,22
8,38,10,22
8,19,11,12
8,11,12,20
8,11,12,23
8,24,11,12
8,11,13,15
8,16,11,13
8,27,11,13
8,11,28,13
8,11,14,15
8,16,11,14
8,27,11,14
8,11,28,14
8,11,29,15
8,11,30,15
8,16,11,29
8,16,11,30
8,17,11,31
8,17,32,11
8,18,11,31
8,32,18,11
8,19,11,33
8,19,34,11
8,33,11,20
8,34,11,20
8,35,11,21
8,11,36,21
8,35,11,22
8,11,36,22
8,11,37,23
8,11,38,23
8,24,11,37
8,24,11,38
8,17,12,13
8,18,12,13
8,25,12,13
8,26,12,13
8,17,12,14
8,18,12,14
8,25,12,14
8,26,12,14
8,16,12,15
8,27,12,15
8,12,28,15
8,16,27,12
8,16,12,28
8,17,12,29
8,17,12,30
8,18,12,29
8,18,12,30
8,19,12,31
8,32,19,12
8,12,20,31
8,32,12,20
8,33,12,21
8,34,12,21
8,33,12,22
8,34,12,22
8,35,12,23
8,12,36,23
8,24,35,12
8,24,12,36
8,25,12,37
8,25,12,38
8,26,12,37
8,26,12,38
8,21,13,14
8,13,14,22
8,19,13,15
8,20,13,15
8,23,13,15
8,24,13,15
8,16,19,13
8,16,20,13
8,16,13,23
8,16,13,24
8,17,18,13
8,17,13,25
8,17,26,13
8,25,18,13
8,18,26,13
8,27,19,13
8,19,28,13
8,27,20,13
8,28,20,13
8,21,29,13
8,21,13,30
8,29,13,22
8,13,22,30
8,31,13,23
8,32,13,23
8,24,13,31
8,24,32,13
8,25,13,33
8,25,34,13
8,33,26,13
8,26,34,13
8,35,27,13
8,27,36,13
8,35,28,13
8,28,13,36
8,29,37,13
8,29,13,38
8,37,13,30
8,38,13,30
8,19,14,15
8,20,14,15
8,23,14,15
8,24,14,15
8,16,19,14
8,16,20,14
8,16,14,23
8,16,14,24
8,17,18,14
8,17,14,25
8,17,26,14
8,25,18,14
8,18,26,14
8,27,19,14
8,19,28,14
8,27,20,14
8,20,28,14
8,29,21,14
8,21,14,30
8,29,14,22
8,30,14,22
8,31,14,23
8,32,14,23
8,24,14,31
8,24,32,14
8,25,14,33
8,25,34,14
8,33,26,14
8,26,34,14
8,35,27,14
8,27,36,14
8,35,28,14
8,28,14,36
8,37,29,14
8,38,29,14
8,37,14,30
8,38,14,30
8,16,21,15
8,16,22,15
8,17,19,15
8,17,20,15
8,17,23,15
8,17,24,15
8,18,19,15
8,18,20,15
8,18,23,15
8,24,18,15
8,25,19,15
8,26,19,15
8,25,20,15
8,26,20,15
8,27,21,15
8,28,21,15
8,27,22,15
8,28,22,15
8,23,29,15
8,23,30,15
8,24,29,15
8,24,30,15
8,25,31,15
8,25,32,15
8,26,31,15
8,26,32,15
8,33,27,15
8,34,27,15
8,33,28,15
8,34,28,15
8,35,29,15
8,36,29,15
8,35,30,15
8,36,30,15
8,31,37,15
8,31,38,15
8,32,37,15
8,32,38,15
8,16,19,17
8,16,20,17
8,16,17,23
8,16,17,24
8,16,18,19
8,16,18,20
8,16,18,23
8,16,18,24
8,16,19,25
8,16,26,19
8,16,20,25
8,16,26,20
8,16,27,21
8,16,28,21
8,16,27,22
8,16,28,22
8,16,29,23
8,16,30,23
8,16,29,24
8,16,24,30
8,16,25,31
8,16,32,25
8,16,26,31
8,16,26,32
8,16,27,33
8,16,34,27
8,16,28,33
8,16,34,28
8,16,35,29
8,16,36,29
8,16,35,30
8,16,36,30
8,16,37,31
8,16,38,31
8,16,32,37
8,16,32,38
8,17,18,21
8,17,18,22
8,17,19,20
8,17,19,23
8,17,19,24
8,17,20,23
8,17,20,24
8,17,21,25
8,17,26,21
8,17,22,25
8,17,26,22
8,17,27,23
8,17,28,23
8,17,27,24
8,17,28,24
8,17,29,25
8,17,25,30
8,17,26,29
8,17,26,30
8,17,27,31
8,17,32,27
8,17,28,31
8,17,32,28
8,17,29,33
8,17,34,29
8,17,30,33
8,17,34,30
8,17,35,31
8,17,36,31
8,17,32,35
8,17,32,36
8,17,37,33
8,17,38,33
8,17,34,37
8,17,34,38
8,18,19,20
8,18,19,23
8,24,18,19
8,18,20,23
8,24,18,20
8,25,18,21
8,18,26,21
8,25,18,22
8,18,26,22
8,18,27,23
8,18,28,23
8,24,18,27
8,24,18,28
8,25,18,29
8,25,18,30
8,18,26,29
8,18,26,30
8,18,27,31
8,32,18,27
8,18,28,31
8,18,32,28
8,33,18,29
8,18,34,29
8,33,18,30
8,18,34,30
8,18,35,31
8,18,36,31
8,35,18,32
8,18,32,36
8,33,18,37
8,33,18,38
8,18,34,37
8,18,34,38
8,19,20,21
8,19,20,22
8,19,21,23
8,24,19,21
8,19,22,23
8,24,19,22
8,25,19,23
8,26,19,23
8,24,19,25
8,24,26,19
8,25,19,27
8,25,19,28
8,27,26,19
8,26,19,28
8,27,19,29
8,27,19,30
8,19,28,29
8,19,28,30
8,19,29,31
8,32,19,29
8,19,30,31
8,32,19,30
8,33,19,31
8,34,19,31
8,33,32,19
8,32,19,34
8,33,19,35
8,33,19,36
8,35,34,19
8,34,19,36
8,35,19,37
8,35,19,38
8,19,36,37
8,19,36,38
8,20,21,23
8,24,20,21
8,20,22,23
8,24,20,22
8,25,20,23
8,26,20,23
8,24,20,25
8,24,26,20
8,25,27,20
8,25,20,28
8,26,27,20
8,26,20,28
8,27,20,29
8,27,20,30
8,29,20,28
8,20,28,30
8,20,29,31
8,32,20,29
8,20,30,31
8,32,20,30
8,33,20,31
8,34,20,31
8,33,32,20
8,32,20,34
8,33,35,20
8,33,20,36
8,34,35,20
8,34,20,36
8,35,20,37
8,35,20,38
8,20,37,36
8,38,20,36
8,24,21,23
8,25,26,21
8,27,28,21
8,29,21,30
8,32,21,31
8,33,34,21
8,35,36,21
8,37,21,38
8,24,22,23
8,25,26,22
8,27,28,22
8,29,22,30
8,32,22,31
8,33,34,22
8,35,36,22
8,38,37,22
8,24,25,23
8,24,26,23
8,25,27,23
8,25,28,23
8,26,27,23
8,26,28,23
8,27,29,23
8,27,30,23
8,28,29,23
8,28,30,23
8,31,29,23
8,32,29,23
8,31,30,23
8,32,30,23
8,33,31,23
8,34,31,23
